City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Alice Springs,AU,-23.7,133.8833,67.55,42,0,11.5,clear sky
471,Sabalgarh,IN,26.25,77.4,79.18,80,2,5.21,clear sky
472,Pietersburg,ZA,-23.9045,29.4688,61.65,82,59,3.44,light rain
473,Kavaratti,IN,10.5669,72.642,81.63,82,97,15.32,heavy intensity rain
474,Jiangmen,CN,22.5833,113.0833,76.93,92,3,1.99,light rain
475,Karasburg,NA,-28.0167,18.75,47.91,68,0,4.92,clear sky
476,Pisco,PE,-13.7,-76.2167,64.45,77,3,21.85,haze
477,Poum,NC,-20.2333,164.0167,76.1,82,19,13.82,few clouds
478,Killybegs,IE,54.6333,-8.45,46.45,84,96,15.59,light rain
479,Eureka,US,40.8021,-124.1637,65.19,75,88,5.99,overcast clouds
480,Ravar,IR,31.2656,56.8055,70.93,25,100,3.47,overcast clouds
481,Linden,GY,6.0,-58.3,80.74,75,91,5.64,overcast clouds
482,Katherine,AU,-14.4667,132.2667,82.72,69,40,13.8,scattered clouds
483,Poso,ID,-1.3959,120.7524,78.01,83,100,3.38,overcast clouds
484,Asau,RO,46.4333,26.4,43.75,93,0,2.86,clear sky
485,Osa,RU,57.2829,55.4567,40.66,90,100,3.89,overcast clouds
486,Cap Malheureux,MU,-19.9842,57.6142,71.47,76,21,5.01,few clouds
487,Haicheng,CN,40.8516,122.7475,64.4,94,100,9.53,light rain
488,North Bend,US,43.4065,-124.2243,71.92,80,1,20.71,clear sky
489,Mbour,SN,14.422,-16.9638,82.49,78,35,9.17,scattered clouds
490,Maldonado,UY,-34.6667,-54.9167,62.22,74,84,4.94,broken clouds
491,Luanda,AO,-8.8368,13.2343,71.76,81,43,7.81,scattered clouds
492,Slantsy,RU,59.1182,28.0914,43.11,88,9,5.91,clear sky
493,Yilan,TW,24.757,121.753,83.82,84,60,3.67,broken clouds
494,Ilhabela,BR,-23.7781,-45.3581,70.72,91,100,2.37,light rain
495,Tabory,RU,58.5198,64.5495,28.99,93,59,4.99,broken clouds
496,Kishi,NG,9.0833,3.85,73.4,90,72,4.59,light rain
497,Sumbe,AO,-11.2061,13.8437,71.78,81,92,2.35,overcast clouds
498,Warangal,IN,18.0,79.5833,74.48,96,100,5.66,overcast clouds
499,Mangulile,HN,15.0667,-86.8,79.29,73,90,0.89,overcast clouds
500,Moose Factory,CA,51.2585,-80.6094,51.78,82,1,4.61,clear sky
501,Hervey Bay,AU,-25.2986,152.8535,81.03,45,1,2.46,clear sky
502,Hovd,MN,48.0056,91.6419,31.77,40,13,5.39,few clouds
503,Marienburg,PL,54.0359,19.0266,54.88,82,97,10.0,overcast clouds
504,Noumea,NC,-22.2763,166.4572,84.18,99,7,5.48,clear sky
505,Gat,IL,31.61,34.7642,71.4,78,2,2.48,clear sky
506,Oxbow,CA,49.2333,-102.1676,69.75,34,1,9.31,clear sky
507,Porto Santo,PT,33.072,-16.3415,70.18,73,75,9.22,broken clouds
508,Charters Towers,AU,-20.1,146.2667,83.14,36,3,9.55,clear sky
509,Abaza,RU,52.655,90.0928,27.0,91,100,4.88,overcast clouds
510,Ransang,PH,8.9603,117.5828,80.74,81,88,2.46,overcast clouds
511,Ust-Kuyga,RU,70.0167,135.6,15.33,98,83,2.84,broken clouds
512,Rumoi,JP,43.9344,141.6428,61.2,55,32,15.9,scattered clouds
513,Caravelas,BR,-17.7125,-39.2481,76.1,82,0,13.51,clear sky
514,Murzzuschlag,AT,47.6,15.6833,49.24,97,45,5.17,scattered clouds
515,Saint-Denis,FR,48.9167,2.3333,63.37,93,90,3.0,overcast clouds
516,Portland,US,45.5234,-122.6762,74.8,50,20,1.01,few clouds
517,Uyovu,TZ,-3.2833,31.5258,68.13,67,97,2.44,overcast clouds
518,Lata,PT,40.1629,-8.3327,66.92,92,100,9.01,overcast clouds
519,Lasa,IT,46.6166,10.7002,57.02,95,80,5.41,broken clouds
520,Matara,LK,5.9485,80.5353,76.98,88,60,7.07,broken clouds
521,Freeport,US,40.6576,-73.5832,73.49,73,40,3.0,scattered clouds
522,Antofagasta,CL,-23.65,-70.4,58.28,81,25,8.61,scattered clouds
523,Buraydah,SA,26.326,43.975,81.05,15,6,5.99,clear sky
524,Albert,FR,50.0009,2.651,62.37,94,90,25.32,moderate rain
525,Ratangarh,IN,28.0833,74.6,83.48,63,8,7.83,clear sky
526,Svetlogorsk,BY,52.6333,29.7333,43.09,80,57,7.16,broken clouds
527,Husavik,IS,66.0449,-17.3389,40.91,98,100,25.84,overcast clouds
528,Chernyshevskiy,RU,63.0128,112.4714,26.73,89,85,1.9,overcast clouds
529,Sobolevo,RU,54.4299,31.8996,42.93,80,100,6.76,overcast clouds
530,Adjuntas,PR,18.1585,-66.8018,70.99,77,98,4.85,overcast clouds
531,Beira,MZ,-19.8436,34.8389,73.49,94,0,8.05,clear sky
532,Massaguet,TD,12.4755,15.4365,77.04,27,99,6.35,overcast clouds
533,Santa Maria,BR,-29.6842,-53.8069,64.58,89,5,6.78,clear sky
534,Bereda,ES,43.2686,-7.5406,64.42,100,100,13.51,moderate rain
535,Siklos,HU,45.855,18.2975,52.02,76,0,5.75,clear sky
536,Tihemetsa,EE,58.1462,25.0459,47.14,76,77,9.37,broken clouds
537,Bumba,CD,2.1833,22.4667,68.13,97,100,2.98,overcast clouds
538,Sambava,MG,-14.2667,50.1667,68.36,88,19,9.37,few clouds
539,Zonguldak,TR,41.25,31.8333,51.35,88,96,1.07,overcast clouds
540,Oranjemund,NA,-28.55,16.4333,54.59,80,0,21.43,clear sky
541,Saint-Honore,CA,48.5334,-71.0824,50.25,90,97,1.25,overcast clouds
542,Awbari,LY,26.5921,12.7805,75.61,35,88,6.62,overcast clouds
543,Port Augusta,AU,-32.5,137.7667,62.71,55,50,17.81,scattered clouds
544,Souillac,MU,-20.5167,57.5167,71.37,74,45,11.95,scattered clouds
545,Lozuvatka,UA,48.0571,33.2858,45.01,60,0,4.0,clear sky
546,Trelew,AR,-43.249,-65.3051,47.43,27,39,18.07,scattered clouds
547,Shuyskoye,RU,59.3736,41.0305,42.89,79,100,0.47,overcast clouds
548,Skibbereen,IE,51.55,-9.2667,44.4,75,24,17.65,few clouds
549,Pyinmana,MM,19.7333,96.2167,71.44,93,98,3.62,overcast clouds
550,Los Zacatones,MX,22.95,-102.05,69.35,60,99,14.72,overcast clouds
551,Benguela,AO,-12.5763,13.4055,69.98,83,41,2.33,scattered clouds
552,Vung Tau,VN,10.346,107.0843,78.76,84,99,5.5,overcast clouds
553,Byron Bay,AU,-28.65,153.6167,76.95,44,63,8.75,broken clouds
554,Rio Gallegos,AR,-51.6226,-69.2181,48.25,49,0,12.66,clear sky
555,Campbeltown,GB,55.4258,-5.6076,50.05,80,29,15.39,scattered clouds
556,Kolyvan,RU,55.3053,82.7391,34.05,89,99,9.71,overcast clouds
557,Iwanai,JP,42.9744,140.5089,59.86,75,47,11.63,scattered clouds
558,Ilulissat,GL,69.2167,-51.1,18.23,81,74,6.58,broken clouds
559,San Fernando,PH,15.0286,120.6898,82.42,89,65,3.91,broken clouds
560,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.74,88,84,1.63,broken clouds
561,Pacific Grove,US,36.6177,-121.9166,95.14,74,1,4.0,clear sky
562,San Vicente,AR,-26.6167,-54.1333,64.33,98,100,4.83,overcast clouds
563,Mandurah,AU,-32.55,115.7,60.22,59,67,17.72,broken clouds
564,Morros,BR,-9.4467,-46.3003,85.69,32,47,5.1,scattered clouds
565,Eyl,SO,7.9803,49.8164,78.89,82,100,15.21,overcast clouds
566,Hermiston,US,45.8404,-119.2895,75.81,43,1,0.0,clear sky
567,Zilair,RU,52.2332,57.4392,41.72,94,100,4.32,overcast clouds
568,Oistins,BB,13.0667,-59.5333,84.29,70,40,24.16,scattered clouds
569,Heihe,CN,50.2441,127.4902,27.18,84,97,7.56,overcast clouds
570,Imbituba,BR,-28.24,-48.6703,69.82,87,100,4.05,overcast clouds
571,Knyaze-Volkonskoye,RU,48.4642,135.4567,50.34,61,36,5.28,scattered clouds
572,Sibolga,ID,1.7427,98.7792,75.16,77,98,3.18,overcast clouds
573,Shahganj,IN,26.05,82.6833,73.78,87,60,3.29,broken clouds
574,Udachnyy,RU,66.4167,112.4,27.54,66,96,1.79,overcast clouds
575,Paciran,ID,-6.8767,112.3761,77.4,76,85,9.01,overcast clouds
576,Rincon,US,32.296,-81.2354,78.71,79,40,10.36,scattered clouds
577,Skovorodino,RU,53.9833,123.9167,32.11,69,10,2.62,clear sky
578,Puerto Suarez,BO,-18.95,-57.8,93.76,46,42,9.22,smoke
579,Naryan-Mar,RU,67.6713,53.087,35.56,82,93,8.23,overcast clouds
580,Sharjah,AE,25.3573,55.4033,91.69,62,0,3.44,clear sky
581,Derzhavinsk,KZ,51.1,66.3167,43.75,89,100,6.46,overcast clouds
582,Hegang,CN,47.4,130.3667,39.99,87,100,5.55,overcast clouds
583,Reforma,MX,18.1,-91.0167,85.51,73,84,4.41,broken clouds
584,Estelle,US,29.8458,-90.1067,80.98,80,75,4.61,light rain
585,Bilibino,RU,68.0546,166.4372,23.56,94,100,2.44,light snow
586,Northam,GB,51.0333,-4.2167,53.26,80,100,9.8,overcast clouds
587,Tabou,CI,4.423,-7.3528,77.58,85,93,5.28,overcast clouds
588,Turukhansk,RU,65.8167,87.9833,30.83,92,100,2.51,overcast clouds
589,Sabang,ID,5.8933,95.3214,80.89,80,97,5.21,overcast clouds
590,Nanzhou,CN,29.3596,112.4024,77.13,71,0,8.37,clear sky
591,Taylors,US,34.9204,-82.2962,76.62,80,1,5.75,clear sky
592,Great Bend,US,38.3645,-98.7648,70.32,90,40,1.01,scattered clouds
593,Chapais,CA,49.7834,-74.8492,47.52,68,59,4.14,broken clouds
594,Vera Cruz,BR,-12.6333,-41.0333,78.21,36,1,7.78,clear sky
595,Ust-Tarka,RU,55.5672,75.705,33.98,97,100,8.77,light rain
596,Nabire,ID,-3.3667,135.4833,79.65,80,92,1.7,overcast clouds
597,Cortez,US,37.3489,-108.5859,68.04,50,1,8.05,clear sky
598,Naze,JP,28.3667,129.4833,79.72,66,0,14.76,clear sky
599,Menongue,AO,-14.6585,17.691,65.08,29,19,1.23,few clouds
600,Ugoofaaru,MV,5.6667,73.0,81.99,79,99,16.02,overcast clouds
601,Yingcheng,CN,30.95,113.55,80.65,77,0,5.93,clear sky
602,Yar-Sale,RU,66.8333,70.8333,28.27,88,67,10.89,broken clouds
603,Naliya,IN,23.2667,68.8333,80.74,86,42,5.55,scattered clouds
604,Touros,BR,-5.1989,-35.4608,77.9,80,6,13.42,clear sky
605,Pangai,TO,-19.8,-174.35,75.79,83,96,23.53,overcast clouds
606,Nam Dinh,VN,20.4167,106.1667,77.88,84,66,3.98,broken clouds
607,Qasigiannguit,GL,68.8193,-51.1922,18.66,93,77,3.53,broken clouds
608,Sept-Iles,CA,50.2001,-66.3821,45.12,90,75,1.99,broken clouds
609,Qaqortoq,GL,60.7167,-46.0333,57.7,64,4,12.15,clear sky
610,Solnechnyy,RU,50.7214,136.6319,43.07,51,9,2.64,clear sky
611,Surt,LY,31.2089,16.5887,74.34,65,0,14.41,clear sky
612,San Antonio,US,29.4241,-98.4936,88.25,63,75,5.75,broken clouds
613,Los Altos Hills,US,37.3797,-122.1375,95.22,24,1,5.01,clear sky
614,Gibara,CU,21.1097,-76.1317,83.52,75,26,15.14,scattered clouds
615,Acapulco,MX,16.8634,-99.8901,87.62,66,40,3.44,scattered clouds
616,Yerbogachen,RU,61.2767,108.0108,23.77,94,86,2.8,overcast clouds
617,Kasongo-Lunda,CD,-6.4667,16.8167,70.77,89,30,2.15,scattered clouds
618,Itanhem,BR,-17.1664,-40.33,77.58,63,1,12.86,clear sky
619,Preobrazheniye,RU,42.9019,133.9064,58.39,58,2,3.51,clear sky
620,Zigong,CN,29.3416,104.7769,77.34,84,65,0.27,broken clouds
621,Malkara,TR,40.89,26.9011,49.62,81,8,6.46,clear sky
622,Porto Seguro,BR,-16.4497,-39.0647,75.72,88,0,6.91,clear sky
623,Knokke-Heist,BE,51.3333,3.3333,63.05,82,100,11.01,light rain
624,Ust-Koksa,RU,50.2696,85.6108,23.61,81,81,2.35,broken clouds
625,Komsomolskiy,UZ,40.4272,71.7189,54.32,43,96,4.61,overcast clouds
626,Asfi,MA,32.2994,-9.2372,67.19,85,45,11.86,scattered clouds
627,At-Bashi,KG,41.1702,75.8106,38.07,93,88,3.06,overcast clouds
628,Novovoronezh,RU,51.3072,39.2173,39.65,82,5,3.6,clear sky
629,Saint-Francois,FR,46.4154,3.9054,68.47,57,0,18.41,clear sky
630,Ketchikan,US,55.3422,-131.6461,43.27,87,90,5.75,moderate rain
631,Dentsville,US,34.064,-80.9582,78.85,68,1,0.0,clear sky
632,Bayan,CN,46.0833,127.4,48.27,69,100,13.13,light rain
633,Ancud,CL,-41.8697,-73.8203,47.73,80,94,9.98,overcast clouds
634,Khasan,RU,42.4308,130.6434,63.45,81,82,10.83,light rain
635,Rio Grande,BR,-32.035,-52.0986,59.95,79,62,11.18,broken clouds
636,Kristiinankaupunki,FI,62.2743,21.376,48.61,81,0,14.94,clear sky
637,Mount Darwin,ZW,-16.7725,31.5838,67.57,47,1,1.95,clear sky
638,Bima,ID,-8.4667,118.7167,78.55,80,94,5.59,overcast clouds
639,Erenhot,CN,43.6475,111.9767,47.53,43,100,15.95,overcast clouds
640,Cabedelo,BR,-6.9811,-34.8339,75.87,81,2,10.71,clear sky
641,Raybag,IN,16.4833,74.7833,75.38,81,100,5.61,overcast clouds
642,Badiraguato,MX,25.3667,-107.5167,88.65,60,90,3.38,overcast clouds
643,Grand Gaube,MU,-20.0064,57.6608,71.38,76,27,5.01,scattered clouds
644,Acarigua,VE,9.5545,-69.1956,92.91,84,99,2.66,overcast clouds
645,Chara,RU,56.9064,118.2631,30.33,62,29,0.34,scattered clouds
646,Takoradi,GH,4.8845,-1.7554,76.59,91,99,7.63,overcast clouds
647,Chiredzi,ZW,-21.05,31.6667,80.11,43,83,3.56,broken clouds
648,San Andres,CO,12.5847,-81.7006,84.22,79,75,13.8,broken clouds
649,Talakan,RU,50.3167,130.3667,40.44,85,55,4.0,broken clouds
650,Hanko,FI,59.8333,22.95,50.85,80,11,21.65,few clouds
651,Bone,DE,51.9669,12.1396,60.71,76,92,13.87,overcast clouds
652,Oxford,GB,51.7522,-1.256,54.19,92,40,1.01,scattered clouds
653,Malvern,US,34.3623,-92.813,79.52,91,37,6.17,scattered clouds
654,Vestmannaeyjar,IS,63.4427,-20.2734,42.76,77,97,26.24,overcast clouds
655,Stornoway,GB,58.2093,-6.3865,54.93,93,46,3.44,scattered clouds
656,Kalevala,RU,65.2,31.1667,47.84,81,100,4.9,overcast clouds
657,North Myrtle Beach,US,33.816,-78.68,76.08,71,1,1.01,clear sky
658,Purushottampur,IN,19.5333,84.8833,76.95,93,3,1.99,clear sky
659,Lewistown,US,40.5992,-77.5714,66.78,69,100,2.13,overcast clouds
660,Mount Gambier,AU,-37.8333,140.7667,55.31,94,90,10.36,light rain
661,Quzhou,CN,28.9594,118.8686,72.68,91,4,5.01,clear sky
662,Butembo,CD,0.15,29.2833,58.55,99,100,1.34,light rain
663,Walvis Bay,NA,-22.9575,14.5053,54.09,93,0,6.91,clear sky
664,Kiruna,SE,67.8557,20.2251,45.52,87,90,19.57,overcast clouds
665,Sabzevar,IR,36.2126,57.6819,57.4,39,0,8.72,clear sky
666,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.14,90,40,10.51,scattered clouds
667,Onguday,RU,50.75,86.15,25.59,88,97,3.47,overcast clouds
668,Batemans Bay,AU,-35.7167,150.1833,64.2,59,8,3.65,clear sky
669,Skelleftea,SE,64.7507,20.9528,50.36,66,90,1.99,overcast clouds
670,Hobyo,SO,5.3505,48.5268,78.01,89,6,20.49,clear sky
671,Plettenberg Bay,ZA,-34.0527,23.3716,50.81,71,100,10.31,overcast clouds
672,Mehamn,NO,71.0357,27.8492,50.49,85,98,20.89,overcast clouds
673,Sistranda,NO,63.7256,8.834,54.9,76,81,7.0,broken clouds
674,Khor,RU,47.8861,134.9464,45.43,60,46,4.34,scattered clouds
675,Makat,KZ,47.6469,53.3463,47.34,33,0,5.53,clear sky
676,Bodden Town,KY,19.2833,-81.25,84.2,82,20,1.99,few clouds
677,Abu Dhabi,AE,24.4667,54.3667,89.62,79,0,3.44,clear sky
678,Banka,IN,24.8833,86.9167,75.65,88,33,7.18,scattered clouds
679,Okha,RU,53.5739,142.9478,48.33,56,29,11.3,scattered clouds
680,Zyryanka,RU,65.75,150.85,28.09,75,97,7.11,overcast clouds
681,Chunoyar,RU,57.4467,97.3217,33.76,96,100,2.01,overcast clouds
682,Tucuman,AR,-26.8241,-65.2226,77.0,44,0,0.0,clear sky
683,Havelock,US,34.8791,-76.9013,73.94,77,1,4.61,clear sky
684,Danszentmiklos,HU,47.2149,19.5469,53.58,51,61,7.99,broken clouds
685,Turayf,SA,31.6725,38.6637,70.05,56,0,6.91,clear sky
686,Reshetylivka,UA,49.565,34.0782,44.35,58,0,7.23,clear sky
687,Magistralnyy,RU,56.1725,107.4458,32.32,94,73,1.52,broken clouds
688,Tynda,RU,55.1667,124.7167,29.43,73,78,2.91,broken clouds
689,Mwinilunga,ZM,-11.7358,24.4293,64.27,88,100,1.25,light rain
690,Aripuana,BR,-9.1667,-60.6333,76.37,85,70,5.26,broken clouds
691,Huntington Beach,US,33.6603,-117.9992,100.71,36,20,1.01,few clouds
692,Black River,JM,18.0264,-77.8487,82.4,74,33,1.74,scattered clouds
693,Pueblo,US,38.2545,-104.6091,74.16,33,20,5.75,few clouds
694,Veracruz,MX,19.3333,-96.6667,80.87,80,100,5.17,overcast clouds
695,Aliwal North,ZA,-30.6937,26.7114,46.36,67,2,9.28,clear sky
696,Brodick,GB,55.5754,-5.1472,44.44,81,19,13.94,few clouds
697,Lahij,YE,13.1667,44.5833,86.05,49,88,4.61,overcast clouds
698,Katete,UG,-0.7818,29.7544,62.53,100,100,0.87,moderate rain
699,Santa Lucia,ES,27.9117,-15.5407,68.11,78,0,18.41,clear sky
700,Bakchar,RU,57.0186,82.0711,30.47,96,79,4.83,broken clouds
701,Almaznyy,RU,48.0448,40.045,48.34,57,55,10.33,broken clouds
702,Bintulu,MY,3.1667,113.0333,75.61,94,20,2.3,few clouds
703,Kutum,SD,14.2,24.6667,77.76,26,44,7.7,scattered clouds
704,Paragominas,BR,-2.9667,-47.4833,73.27,93,92,2.86,overcast clouds
705,Ulefoss,NO,59.2838,9.2646,55.18,95,100,3.69,light rain
706,Olinda,BR,-8.0089,-34.8553,80.33,78,40,8.05,scattered clouds
